nct_id,study_title,study_status,conditions,interventions,sponsor,phases,Locations,start_date,completion_date
NCT07048990,Feasibility of Empowerment Group Therapy on Ukrainian Adult Outpatients,RECRUITING,Depression NOS,BEHAVIORAL: Empowerment Group Therapy,"Charite University, Berlin, Germany",,"National Medical University Bogomolets, Kyiv, Kyiv Oblast, Ukraine",2024-11-05,2025-09
NCT02958527,Drug Use Investigation Of Effexor (SECONDARY DATA COLLECTION STUDY; SAFETY AND EFFICACY OF EFFEXOR.UNDER JAPANESE MEDICAL PRACTICE),COMPLETED,Depression/Depressed State,DRUG: venlafaxine,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,,,2016-10-03,2020-05-11
NCT03278938,"Add-on to Cognitive, Event-Related Potentials (ERP) and Electroencephalogram (EEG) Asymmetry in Affective Disorders",WITHDRAWN,Depressive Illness,DRUG: bupropion|DRUG: citalopram,New York State Psychiatric Institute,PHASE4,"New York State Psychiatric Institute, New York, New York, 10032, United States",2012-06-29,2016-01
NCT07528014,ATLAS-1: Advanced Trial for Longitudinal Assessment in Salma 1,RECRUITING,Depressed Mood,,"Salma Health, Inc.",,"Salma Health, La Jolla, California, 92037, United States|Salma Health, Laguna Hills, California, 92653, United States",2026-03-25,2037-03
NCT03966833,Using Group Interpersonal Psychotherapy to Improve the Well-Being of Adolescent Girls,COMPLETED,Mental Depression,BEHAVIORAL: IPT-G|BEHAVIORAL: Unconditional Cash Transfer,George Washington University,,"BRAC Uganda, Kampala, Uganda",2019-05-26,2022-09-30
NCT05797428,The Effects of Logotherapy in Adolescents With Mood Disorders,RECRUITING,Mood Disorder of Depressed Type,OTHER: logotherapy,National Taiwan University Hospital,,"Kaohsiung Chang Gung Memorial Hospital, Kaohsiung City, Niaosong District, 833, Taiwan",2023-05-19,2025-07-31
NCT05306093,Depressed Mood and Anhedonia in Healthy Adults,COMPLETED,Anhedonia|Depressed Mood,DIETARY_SUPPLEMENT: Nutraceutical|DIETARY_SUPPLEMENT: Maltodextrin,Institut Pasteur de Lille,,"CEN Experimental, Dijon, 21000, France",2022-01-07,2022-09-01
NCT07317895,Sensitivity to Ovarian Hormones and Depression in Adolescents,NOT_YET_RECRUITING,Depressed,,University of Calgary,,"University of Calgary, Calgary, Alberta, T2N1N4, Canada",2026-03-01,2027-08-31
NCT07172113,Utilizing Embodied Artificial Intelligence (AI) for the Development of Digital Cognitive Behavioral Therapy (CBT) for Depression in Virtual Reality (VR),RECRUITING,Depression Scale Score,DEVICE: CBT + VR,Chinese University of Hong Kong,,"The Chinese University of Hong Kong, Hong Kong, Hong Kong",2025-03-07,2025-09-30
NCT06058364,Effect of a Nutritional Supplement on Mental Wellness in Adults,COMPLETED,Low Mood,DIETARY_SUPPLEMENT: Intervention 1 - Triglyceride|DIETARY_SUPPLEMENT: Intervention 2 - Placebo,Pharmavite LLC,,"Atlantia Clinical Trials, Chicago, Illinois, 60611, United States",2023-09-18,2024-10-08
NCT02798094,Stress Sensitivity and Reward Responsivity in Depression,COMPLETED,Depressed,,Dr. Kate Harkness,,"Queen's University, Kingston, Ontario, K7L 3N6, Canada",2015-07,2018-12-31
NCT05232734,CaffeinICU Study - A Study on Oral Caffeine in ICU Patients With Coma,SUSPENDED,Depressed GCS,DRUG: Caffeine Citrate 20 MG/ML Oral Solution,Singapore General Hospital,PHASE2,"Singapore General Hospital, Singapore, 169608, Singapore",2022-11-24,2025-12-31
NCT06928428,"Metacognitive Therapy for Depression and Generalized Anxiety Disorder in Primary Care, Blended Version of Mediated Treatment",ENROLLING_BY_INVITATION,Depression NOS|Generalized Anxiety Disorder,"BEHAVIORAL: Metacognitive therapy, blended format",Region Stockholm,,"Liljeholmen primary care center, Academic Primary care center, SLSO, Region Stockholm, Stockholm, Stockholm County, 11794, Sweden",2025-02-10,2027-12-01
NCT00296712,Are Two Antidepressants a Good Initial Treatment for Depression?,COMPLETED,Major Depression|Dysthymia|Depression NOS,DRUG: escitalopram + bupropion,New York State Psychiatric Institute,PHASE4,"Depression Evaluation Service - New York State Psychiatric Institute, New York, New York, 10032, United States",2005-02,2006-07
NCT04291547,Computerised Behavioural Activation for Young People With Depression,COMPLETED,Low Mood|Depression,DEVICE: BALM,University of York,,"Tees Esk and Wear Valleys NHS Foundation Trust, York, United Kingdom",2020-06-10,2021-03-31
NCT06740188,Trazodone on NREM Sleep Stage Ⅲ in Depressed Insomniac Co-morbid Patients,RECRUITING,Depressed Insomniac Co-morbid Patients,DRUG: 5-hydroxytryptamine balanced antidepressants trazodone|DRUG: Citalopram hydrobromide combined with zolpidem,Tongji University,PHASE4,"Tongji University, Shanghai, Shanghai Municipality, 200124, China",2025-01-01,2027-12-31
NCT07426536,"Sleep Parenting, Maternal Depression, and Toddler Sleep",COMPLETED,Depressed Mood|Toddler Sleep,"DIAGNOSTIC_TEST: Beck Depression Inventory-II, Brief Infant Sleep Questionnaire-Revised, Background data sheet",Chung Shan Medical University,,"Chun Shan Medical University, Taichung, 40201, Taiwan",2022-11-25,2024-01-31
NCT01367080,A Study to Compare the Pharmacokinetic Profiles of Etravil® Tablet 10mg and Etravil® Tablet 25mg,COMPLETED,Depression|Depressive State|Enuresis,DRUG: DWETR10|DRUG: DWETR25,Dong Wha Pharmaceutical Co. Ltd.,PHASE1,"Chonbuk National University Hospital., Jeonju, Jeollabuk-do, 561-712, South Korea",2011-07,2011-09
NCT01536756,Effectiveness of a Structured Physical Rehabilitation Program for Chinese Patients With Depressive Disorders,COMPLETED,Depressive Disorders,OTHER: Exercise Intervention -- Physical Rehabilitation Program|OTHER: Wait List Control Group,"Kowloon Hospital, Hong Kong",,"Physiotherapy Department, Kowloon Hospital, Hong Kong, China|Physiotherapy Department, Kwai Chung Hospital, Hong Kong, China",2012-02,2015-12-31
NCT05061381,Effectiveness of a School Wellbeing Programme for Internalising Problems in Irish Primary School Children,UNKNOWN,Anxiety|Low Mood,BEHAVIORAL: A Lust for Life Schools Programme,University College Dublin,,"University College Dublin, Dublin, Tipperary, E41 AT10, Ireland",2021-10-11,2022-11-30
NCT04959916,Group-based Metacognitive Therapy for Burns and Plastics Patients,UNKNOWN,Anxiety|Low Mood,BEHAVIORAL: Group Metacognitive Therapy,University of Manchester,,"Department of Burns Plastics and Reconstructive Surgery, Wythenshawe Hospital, Manchester, M23 9LT, United Kingdom",2021-10-01,2022-09
NCT00226863,Meditation and Hypnosis for Chronic Depressed Mood,COMPLETED,Long Term Depressed Mood,BEHAVIORAL: meditation plus education|BEHAVIORAL: group psychotherapy with hypnosis plus education|BEHAVIORAL: education,Stanford University,PHASE3,,,
NCT00992147,Safety and Efficacy of Autologous Cultured Adipocytes in Patient With Depressed Scar,COMPLETED,Depressed Scar,DRUG: Adipocell,"Anterogen Co., Ltd.",PHASE2|PHASE3,"Samsung Medical Center, Seoul, 135-710, South Korea",2004-05,2007-03
NCT02054312,Family Based Interpersonal Psychotherapy (FB-IPT) for Depressed Preadolescents,COMPLETED,Depressive Disorders,BEHAVIORAL: Family Based Interpersonal Psychotherapy (FB-IPT)|BEHAVIORAL: Client Centered Therapy (CCT),University of Pittsburgh,,"Western Psychiatric Institute & Clinic, Pittsburgh, Pennsylvania, 15213, United States",2010-10,2014-10
NCT01449890,Randomized Trial of Depression Follow-up Care by Email,COMPLETED,Depressive Disorders,BEHAVIORAL: E-mail follow up care,Universitätsklinikum Hamburg-Eppendorf,,"University Medical Center Hamburg-Eppendorf, Centre of Psychosocial Medicine, Department of Medical Psychology, Hamburg, Free and Hanseatic City of Hamburg, 20246, Germany",2012-09,2013-11
NCT04925440,The Effects of Bifidobacterium Longum 1714® in a Population With Low Mood,COMPLETED,Low Mood|Depressive Symptoms,DIETARY_SUPPLEMENT: Bifidobacterium longum 1714® strain|DIETARY_SUPPLEMENT: Placebo,PrecisionBiotics Group Ltd.,,"Atlantia Food Clinical Trials, Cork, T23 R50R, Ireland",2021-09-13,2022-08-19
NCT01537679,Meditation to Reduce Caregiver Stress,COMPLETED,Depression NOS|Major Depressive Disorder|Anxiety NOS,BEHAVIORAL: Kirtan Kriya meditation|BEHAVIORAL: Relaxation,"University of California, Los Angeles",,"UCLA Semel Institute, Los Angeles, California, 90095, United States",2010-03,2012-01
NCT05627154,Combined Antidepressant and Behavioural Intervention,COMPLETED,Low Mood|Depression|Anxiety,DRUG: Citalopram|BEHAVIORAL: Behavioural Activation|DRUG: Placebo,University of Oxford,,"Neurosciences Building, Warneford Hospital, Oxford, Oxfordshire, OX3 7JX, United Kingdom",2021-05-28,2023-11-17
NCT00841737,Evaluation of a Psychoeducation Group Program for Mild/Moderate Depression,UNKNOWN,Depressive Disorders,OTHER: Psychoeducational group|OTHER: Control Group,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,,"Primary Health Care . Catalan Health Institute (ICS), Barcelona, Barcelona, 08023, Spain|Primary health care. Catalan Health Institute (ICS), Barcelona, Barcelona, 08023, Spain",2008-01,2010-04
NCT07179913,The Improvement of Low-dose Esketamine on Postoperative Depression in Patients Undergoing Bariatric Surgery With Preoperative Depression,ACTIVE_NOT_RECRUITING,Depressed|Bariatric Surgery,DRUG: Esketamine|DRUG: Dexmedetomidine,The First Hospital of Jilin University,PHASE4,"Zhiwen Li, Changchun, Jilin, 130021, China",2026-05-01,2026-11-20
NCT07211984,Evaluation of Dalia Solution For Depressed Patient,NOT_YET_RECRUITING,Depression Chronic|Depressed|Depressed Mood|Depression and Quality of Life|Depression Diagnosis,DEVICE: Dalia Monitoring|OTHER: Conventional healthcare,Dalia Care,,"Neurostim Luxembourg, Paris, 75005, France",2025-10-10,2026-03-31
NCT01949571,Clinical Studies on the Therapeutic Effects of Mirtazapine on Drug-craving in Cocaine Addicts.,COMPLETED,Drug-withdrawal.|Drug Abuse|Drug-induced Depressive State|AOD Craving|AODR Depressive State,"DRUG: Mirtazapine (REMERON, Schering-Plough-Organon)",Instituto Nacional de Psiquiatría Dr. Ramón de la Fuente,PHASE2,"National Institute of Psychiatry, Mexico City, Mexico City, 14370, Mexico",2007-01,2012-09
NCT05433389,App Delivered Brief Mindfulness Intervention for Surgical Patients,ACTIVE_NOT_RECRUITING,Pain|Anxiety State|Depressive State,BEHAVIORAL: Breath Counting|BEHAVIORAL: Body Scan|BEHAVIORAL: Mindful Breathing|BEHAVIORAL: Mindfulness of Pain|BEHAVIORAL: Mindful Savoring,University of Utah,,"University of Utah, Salt Lake City, Utah, 84112, United States",2022-06-21,2025-11-01
NCT00201474,"Acute, Affective, Organic Disorders.",COMPLETED,Depressive Disorders,,Norwegian University of Science and Technology,,"Østmarka Psychiatric Department, St. Olavs Hospital, Trondheim, 7441, Norway",1998-10,2010-06
NCT04497493,Efficacy of Transcranial Direct Current Stimulation (tDCS) for the Treatment of Major Depressive Disorder,UNKNOWN,Major Depressive Disorders,DEVICE: Transcranial Direct Current Stimulation (tDCS)-active|DEVICE: Transcranial Direct Current Stimulation (tDCS)-sham,Tianjin Anding Hospital,,"Tianjin Anding Hospital, Tianjin, China",2020-05-22,2023-03
NCT02972398,N-Acetyl Cysteine Supplementation in Therapy Refractory Major Depressive Disorders,UNKNOWN,Major Depressive Disorders,DRUG: N-acetylcysteine|DRUG: placebo comparator of N-acetylcysteine,Tianjin Anding Hospital,,"Tianjin Anding Hospital, Tianjin, Tianjin Municipality, 300222, China",2015-09,2023-09
NCT00010517,Acupuncture in the Treatment of Depression,COMPLETED,Depressive Disorders|Depression,PROCEDURE: Acupuncture,National Center for Complementary and Integrative Health (NCCIH),PHASE3,"University of Arizona, Tucson, Arizona, 85721-0068, United States",1997-09,2002-04
NCT06615804,The Effects of Transcranial Magnetic Stimulation on Retina and Choroidal Structures,COMPLETED,Major Depressive Disorders,BIOLOGICAL: Transcranial Magnetic Stimulation,Gulhane Training and Research Hospital,,"Gulhane Training and Research Hospital, Ankara, 06000, Turkey (Türkiye)",2022-12-01,2023-05-30
NCT03492619,Intervention for Women in Costa Rica,COMPLETED,Obesity|Food Habits|Mental Depression,BEHAVIORAL: Intensive Intervention|BEHAVIORAL: Non-Intensive Intervention,University of South Carolina,,"Municipality of Alajuela, Alajuela, Costa Rica",2017-02-01,2017-12-15
NCT00855530,Long Term Safety and Tolerability of SR58611 in Patients With Major Depressive Disorder,COMPLETED,Major Depressive Disorders,DRUG: amibegron (SR58611A),Sanofi,PHASE3,"Sanofi-Aventis Administrative Office, Buenos Aires, Argentina|Sanofi-Aventis Administrative Office, Santiago, Chile|Sanofi-Aventis Administrative Office, Athens, Greece|Sanofi-Aventis Administrative Office, Causeway Bay, Hong Kong|Sanofi-Aventis Administrative Office, Casablanca, Morocco|Sanofi-Aventis Administrative Office, Moscow, Russia|Sanofi-Aventis Administrative Office, Singapore, Singapore|Sanofi-Aventis Administrative Office, Midrand, South Africa|Sanofi-Aventis Administrative Office, Barcelona, Spain|Sanofi-Aventis Administrative Office, Taipei, Taiwan|Sanofi-Aventis Administrative Office, Mégrine, Tunisia",2005-09,2007-07
NCT02942251,Relapse Predicting Model for First Episode Depression,UNKNOWN,Major Depressive Disorders,OTHER: Clinical features and medication|OTHER: Psycho-social|OTHER: immunology|OTHER: Laboratory abnormality|OTHER: Comorbidity|OTHER: Treatment as usual,Shanghai Mental Health Center,,,2016-12,2019-12
NCT02449447,Blended Depression Therapy: Cognitive Behaviour Therapy Face-to-face and Via Internet,COMPLETED,Major Depressive Disorders,BEHAVIORAL: Cognitive behavioral therapy|OTHER: Treatment as usual,Linkoeping University,,"Department of Behavioral Sciences and Learning, Linköping University, Linköping, Östergötland County, 58183, Sweden",2015-02,2017-06
NCT04807062,Treatment of Tibial Plateau Fractures With Bone-graft and Bone Tamp Technique,COMPLETED,Depressed Tibial Plateau Fractures,PROCEDURE: surgery,Hebei Medical University Third Hospital,,"the Third Hospital of Hebei Medical University, Shijiazhuang, Hebei, 050000, China",2016-01-01,2020-08-01
NCT06188962,Evaluating Knowledge Insight Tools (KIT) for Reducing Anxiety and Low Mood in UK Secondary School Students,UNKNOWN,Anxiety|Depression|Internalizing Problems|Low Mood,BEHAVIORAL: CBT-informed school-based counselling,"University College, London",,"Place2Be services within UK schools, Multiple Cities Across the UK, United Kingdom, UK, United Kingdom",2023-08-01,2024-10
NCT02829671,Loneliness and Occurrence of Suicide Attempts and Suicidal Ideas,COMPLETED,Major Depressive Disorders,OTHER: Clinical and biological assessment,"University Hospital, Montpellier",,,2016-10-11,2020-06-24
NCT06025838,Positive Feedback vs. No-Feedback Games for Behavioral Change,COMPLETED,Major Depressive Disorder|Low Mood,BEHAVIORAL: positive feedback,Bard College,,"Online research conducted through Bard College, Annandale-on-Hudson, New York, 12504, United States",2024-02-13,2024-03-02
NCT06986460,Low Frequency Right Dorsolateral Pre Frontal Cortical Repetitive TMS for Bipolar Depression,RECRUITING,Bipolar Depression Depressed Phase,"DEVICE: MagPro X100/R30 stimulator, Cool-B70 coil",Tyler Kaster,PHASE3,"University Health Network Toronto Western Hospital, Toronto, Ontario, M5T 2S8, Canada|Centre For Addiction and Mental Health (CAMH), Toronto, Ontario, M6J 1H1, Canada",2025-05-27,2030-05
NCT01037283,Interpersonal and Social Rhythm Therapy Enter the Brief Title for Protocol IRB 09-003781>,COMPLETED,"Bipolar Disorder, Depressed",BEHAVIORAL: Interpersonal and Social Rhythm Therapy,Mayo Clinic,,,2009-10,2010-08
NCT00825058,Efficacy and Safety of SR58611 Compared to Placebo and Paroxetine,COMPLETED,Major Depressive Disorders,DRUG: amibegron (SR58611A)|DRUG: placebo|DRUG: paroxetine,Sanofi,PHASE3,"Sanofi-Aventis Administrative Office, Sofia, Bulgaria|Sanofi-Aventis Administrative Office, Zagreb, Croatia|Sanofi-Aventis Administrative Office, Prague, Czechia|Sanofi-Aventis Administrative Office, Tallinn, Estonia|Sanofi-Aventis Administrative Office, Paris, France|Sanofi-Aventis Administrative Office, Montenegro, Montenegro|Sanofi-Aventis Administrative Office, Gouda, Netherlands|Sanofi-Aventis Administrative Office, Belgrade, Serbia",2003-11,2004-10
NCT00825019,Efficacy and Safety of One Single Dose of SR58611 Compared to Placebo and Paroxetine,COMPLETED,Major Depressive Disorders,DRUG: amibegron (SR58611A)|DRUG: placebo|DRUG: paroxetine,Sanofi,PHASE3,"Sanofi-Aventis Administrative Office, Bridgewater, New Jersey, 08807, United States",2003-09,2004-12
NCT02590185,MetAbolism vaRiability of VEnLafaxine,UNKNOWN,Major Depressive Disorders,DRUG: cocktail probe drugs,Assistance Publique - Hôpitaux de Paris,,"Fernand Widal hospital, Paris, 75010, France|Lariboisiere hospital, Paris, 75010, France",2015-12,2020-04
NCT00168493,The Neurobiology of Depressive Illness,UNKNOWN,Major Depression,DRUG: antidepressants primarily selective serotonin reuptake inhibitors,Baker Heart Research Institute,,"Baker Heart Research Institute, Melbourne, Victoria, 3, Australia",2000-06,2009-12
NCT02707276,LFMS: Initial Trial in Geriatric Bipolar Depression,TERMINATED,Bipolar Depression Depressed Phase,DEVICE: Active Low Field Magnetic Stimulation|DEVICE: Sham Low Field Magnetic Stimulation,Mclean Hospital,,"McLean Hospital, Belmont, Massachusetts, 02478, United States",2016-09-07,2019-06
NCT01200901,Quetiapine in Melancholic Depression,COMPLETED,Depression|Healthy,DRUG: Quetiapine,University of Cincinnati,PHASE4,"University of Cincinnati, Cincinnati, Ohio, 45219, United States",2008-09,2012-09
NCT07250971,"Virtual Reality-Based Psychotherapeutic and Psychoeducational Intervention for Anxiety and Depression in Children, Adolescents, and Adults",COMPLETED,Anxiety Disorders|Depressive Disorders,BEHAVIORAL: Virtual Reality-Based Psychotherapeutic Program,Istanbul Aydın University,,"Istanbul Aydın University, Department of Child and Adolescent Psychiatry, Istanbul, Turkey (Türkiye)",2025-07-09,2025-09-15
NCT00520026,Suicide Prevention by Lithium - the Lithium Intervention Study,TERMINATED,Suicide|Depressive Disorders,DRUG: lithium|DRUG: placebo,University Hospital Schleswig-Holstein,,"Department of Psychiatry and Psychotherapy, Charité-Universitätsmedizin Berlin, Campus Benjamin Franklin, Berlin, 14050, Germany|Department of Psychiatry and Psychotherapy, Rheinische Friedrich-Willhelms-Universität, Bonn, 53105, Germany|Department of Psychiatry and Psychotherapy, Medizinische Fakultät der Technischen Universität Dresden, Dresden, 01307, Germany|Department of Psychiatry and Psychotherapy, Universitätsklinikum Schleswig-Holstein, Campus Luebeck, Lübeck, 23538, Germany|Department of Psychiatry and Psychotherapy, Klinikum Nuremberg Nord, Nuremberg, 90419, Germany",2001-01,2006-06
NCT02124187,Smoking Cessation And Reduction in Depression,UNKNOWN,Tobacco Smoking in Depressed Patients,DEVICE: Ecig 24 mg nicotine|DEVICE: Ecig 0 mg nicotine|DEVICE: Nicotine free inhalator,Universita degli Studi di Catania,,"AOU Policlinico - Vittorio Emanuele di Catania, Catania, Sicily, 95100, Italy",2022-12,2024-06
NCT01347138,Health Care Management for the Elderly in Community Through Screening,COMPLETED,Major Depressive Disorders|Senile; Depression,OTHER: case management,"National Clinical Research Coordination Center, Seoul, Korea",,"City of Choongju public health center, Choongju, Choongchungbuk-Do, South Korea",2011-05,2012-04
NCT07167849,Study on a Digital Ultra-Brief Intervention During Wait Times for Psychotherapy,RECRUITING,Depressive Disorders|Anxiety Disorders,BEHAVIORAL: UKADO Content - problem-focused|BEHAVIORAL: UKADO Content - resource-focused|BEHAVIORAL: Human support|BEHAVIORAL: Expectation fostering elements,University of Bern,,"Department of Clinical Psychology and Psychotherapy, University of Bern, Bern, Switzerland",2025-09-22,2027-12
NCT03855683,"Stress, Anxiety, and Mood Group Therapy",SUSPENDED,Depressive Disorders|Anxiety Disorders,BEHAVIORAL: Unified Protocol for The Treatment of Emotional Disorders,Palo Alto University,,"Palo Alto University, Los Altos, California, 94022, United States",2019-03-06,2022-02
NCT00191685,Duloxetine in the Treatment of Melancholic Depression,COMPLETED,"Depressive Disorder, Major",DRUG: duloxetine,Eli Lilly and Company,PHASE3,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Paddington, New South Wales, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Everton Park, Queensland, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Hoppers Crossing, Queensland, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Nambour, Queensland, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., New Farm, Queensland, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., South Port BC, Queensland, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Elizabeth Vale, South Australia, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Richmond, Victoria, Australia|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Calgary, Alberta, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Edmonton, Alberta, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Vancouver, British Columbia, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Winnipeg, Manitoba, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Saint John, New Brunswick, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Halifax, Nova Scotia, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Sydney, Nova Scotia, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Greater Sudbury, Ontario, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Kingston, Ontario, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., London, Ontario, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Mississauga, Ontario, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Toronto, Ontario, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Beauport, Quebec, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Montreal, Quebec, Canada|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri 9 am - 5 pm Eastern Time(UTC/GMT - 5 hours, EST), or speak with your personal physician., Québec, Quebec, Canada",2004-05,2005-09
NCT04652362,A Single-session Growth Mindset Intervention for Children and Young People With Mental Health Difficulties,SUSPENDED,Anxiety|Anxiety Disorders|Depression|Low Mood,BEHAVIORAL: Growth Mindset Online Single-Session Intervention|BEHAVIORAL: Supportive Therapy Online Single-Session Intervention (Control),Royal Holloway University,,"Royal Holloway, University of London, London, TW20 0EX, United Kingdom",2020-11-10,2022-12-01
NCT05569018,Efficacy of a Transdiagnostic Group Treatment for Emotional Disorders Applied in Blended Format: a Controlled Study.,RECRUITING,Anxiety Disorders|Depressive Disorders,BEHAVIORAL: Blended group transversal protocol (BLGr-TP)|BEHAVIORAL: Face-to-face group transversal protocol (FFGr-TP),Universitat Jaume I,,"Jaume I University, Castellón, Spain, Castellon, Castellón, 12071, Spain",2024-11-23,2027-07
NCT06239740,Effects of Electroacupuncture on Cognitive Symptoms in Major Depressive Disorder,COMPLETED,Major Depressive Disorders|Cognitive Dysfunction,PROCEDURE: Electroacupuncture group|PROCEDURE: Sham acupuncture,Thammasat University,,"Faculty of Medicine, Thammasat University, Khlong Luang, Changwat Pathum Thani, 12120, Thailand",2022-12-24,2023-01-24
NCT05518019,"An Exploratory Investigation of a CBD Supplement's Impact on Sleep, Stress, and Focus",COMPLETED,Anxiety|Fear|Stress|Low Mood|Sleep,DIETARY_SUPPLEMENT: The Daily Supplement,Prima CBD,,"Citruslabs, Santa Monica, California, 90404, United States",2022-02-14,2022-06-29
NCT03647826,Mind Power - A CBT Based Program for Adolescents,COMPLETED,Mental Depression|Mental Stress|Mental Health Wellness 1,BEHAVIORAL: Mind Power Intervention,Norwegian Institute of Public Health,,"Gry Anette Sælid, Oslo, 0403, Norway",2018-09-01,2019-11-26
NCT02003261,Japan Unified Protocol Clinical Trial for Depressive and Anxiety Disorders (JUNP Study),COMPLETED,Anxiety Disorders|Depressive Disorders,BEHAVIORAL: Unified Protocol with Treatment As Usual|OTHER: Treatment As Usual,"National Center of Neurology and Psychiatry, Japan",,"National Center of Neurology and Psychiatry, Kodaira, Tokyo, 187-8551, Japan",2014-01-31,2019-04-05
NCT01851187,Effect of Perinatal Emotional Management on Maternal Emotion and Delivery Outcomes,COMPLETED,Perinatal Problems|Mental Depression|Complications; Cesarean Section,BEHAVIORAL: antenatal psychological intervention|BEHAVIORAL: routine prenatal care,First People's Hospital of Hangzhou,,"The First People's Hospital of Hangzhou, Hangzhou, Zhejiang, 310006, China",2008-09,2009-12
